activity,datetime,hours,notes,client_id,project_id
Client Production,2020-10-05 12:05:00,1.67,,27,167
Client Production,2020-10-05 17:50:00,0.43,,27,167
Client Production,2020-10-05 19:27:00,1.93,,27,167
Client Production,2020-10-08 09:11:00,2.77,,87,160
Client Production,2020-10-08 12:16:00,0.87,,87,160
Client Production,2020-10-08 14:55:00,1.72,,87,160
Client Production,2020-10-08 16:50:00,1.5,,87,160
Client Production,2020-10-08 18:45:00,0.92,,87,160
Client Production,2020-10-12 12:08:00,0.73,,27,167
Client Production,2020-10-12 14:04:00,0.75,,87,160
Client Production,2020-10-12 15:22:00,1.68,,87,160
Client Production,2020-10-14 10:26:00,0.45,,87,160
Client Production,2020-10-14 11:23:00,1.03,,87,160
Client Production,2020-10-15 15:28:00,0.37,,48,164
Client Production,2020-10-15 16:33:00,1.72,,48,164
Client Production,2020-10-15 19:14:00,1.37,,48,164
Client Production,2020-10-16 11:18:00,0.5,,48,164
Client Production,2020-10-16 16:16:00,3.35,,80,157
Client Production,2020-10-17 12:09:00,0.52,,48,164
Client Production,2020-10-17 19:23:00,1.1,,48,164
Client Production,2020-10-17 22:38:00,0.58,,27,167
Client Production,2020-10-17 23:27:00,1.25,,80,157
Client Production,2020-10-19 13:51:00,0.98,,80,157
Client Production,2020-10-19 15:45:00,0.52,,27,167
Client Production,2020-10-19 16:49:00,1.55,,90,150
Client Production,2020-10-20 13:02:00,1.08,,39,172
Client Production,2020-10-20 15:04:00,0.83,,39,172
Client Production,2020-10-20 16:10:00,1.65,,39,172
Client Production,2020-10-20 20:28:00,0.45,,39,172
Client Production,2020-10-22 12:03:00,1.12,,39,172
Client Production,2020-10-22 13:35:00,1.1,,39,172
Client Production,2020-10-24 16:37:00,0.88,,14,114
Client Production,2020-10-26 13:25:00,0.62,,52,181
Client Production,2020-10-26 17:08:00,1.43,,14,114
Client Production,2020-10-27 12:42:00,1.85,,14,114
Client Production,2020-10-27 15:07:00,0.93,,14,114
Client Production,2020-10-27 18:30:00,2.38,,14,114
Client Production,2020-10-29 14:28:00,0.73,,14,114
Client Production,2020-10-29 15:40:00,0.52,,14,114
Client Production,2020-10-29 18:00:00,1.0,,14,114
Client Production,2020-10-29 19:38:00,0.45,,52,181
Client Production,2020-10-30 10:12:00,1.85,,21,139
Client Production,2020-10-30 13:40:00,0.42,,21,139
Client Production,2020-10-30 15:55:00,2.18,,21,139
Client Production,2020-10-31 14:00:00,0.3,,14,114
Client Production,2020-11-02 12:35:00,0.65,,27,167
Client Production,2020-11-02 13:40:00,0.4,,27,167
Client Production,2020-11-02 14:14:00,2.67,,52,181
Client Production,2020-11-03 14:57:00,1.03,,52,181
Client Production,2020-11-03 16:11:00,0.97,,52,181
Client Production,2020-11-03 17:16:00,0.4,,52,181
Client Production,2020-11-03 22:11:00,1.0,,26,286
Client Production,2020-11-04 20:08:00,0.38,,27,167
Client Production,2020-11-04 22:52:00,0.35,,27,167
Client Production,2020-11-06 22:13:00,0.45,,52,181
Client Production,2020-11-09 12:01:00,0.4,,27,167
Client Production,2020-11-09 22:28:00,1.73,,52,181
Client Production,2020-11-10 10:12:00,1.58,,52,181
Client Production,2020-11-10 15:08:00,2.12,,52,181
Client Production,2020-11-11 22:10:00,1.12,,52,181
Client Production,2020-11-11 23:20:00,0.65,,52,181
Client Production,2020-11-12 11:02:00,0.95,,52,181
Client Production,2020-11-12 12:07:00,0.9,,52,181
Client Production,2020-11-12 14:48:00,0.67,,27,167
Client Production,2020-11-12 16:25:00,0.58,,52,181
Client Production,2020-11-12 17:52:00,0.35,,52,181
Client Production,2020-11-12 18:30:00,0.88,,14,114
Client Production,2020-11-13 18:13:00,2.13,,14,114
Client Production,2020-11-13 20:40:00,2.33,,14,114
Client Production,2020-11-14 12:45:00,1.93,,67,190
Client Production,2020-11-14 15:00:00,2.0,,67,190
Client Production,2020-11-14 17:05:00,0.72,,67,190
Client Production,2020-11-16 10:06:00,1.28,,21,139
Client Production,2020-11-16 12:52:00,1.18,,21,139
Client Production,2020-11-16 15:29:00,1.25,,21,139
Client Production,2020-11-16 17:28:00,1.78,,21,139
Client Production,2020-11-16 21:57:00,0.43,,14,114
Client Production,2020-11-17 10:54:00,0.58,,27,167
Client Production,2020-11-17 12:26:00,0.22,,52,181
Client Production,2020-11-17 13:06:00,1.0,,52,181
Client Production,2020-11-17 15:04:00,0.35,,52,181
Client Production,2020-11-17 15:49:00,0.3,,52,181
Client Production,2020-11-17 16:20:00,0.8,,52,181
Client Production,2020-11-19 14:39:00,0.12,,52,181
Client Production,2020-11-19 15:06:00,1.8,,14,114
Client Production,2020-11-20 13:32:00,0.38,,52,181
Client Production,2020-11-20 16:15:00,1.02,,52,181
Client Production,2020-11-23 13:55:00,0.8,,37,188
Client Production,2020-11-23 16:32:00,1.02,,52,181
Client Production,2020-11-23 17:35:00,0.48,,52,181
Client Production,2020-11-23 18:46:00,1.65,,52,181
Client Production,2020-11-24 11:21:00,1.57,,52,181
Client Production,2020-11-24 13:15:00,0.45,,52,181
Client Production,2020-11-24 15:12:00,0.62,,14,114
Client Production,2020-11-25 20:25:00,0.42,,52,181
Client Production,2020-11-25 22:03:00,0.37,,52,181
Client Production,2020-11-25 22:51:00,1.08,,52,181
Client Production,2020-11-27 10:46:00,2.03,,52,181
Client Production,2020-11-27 13:00:00,0.33,,52,181
Client Production,2020-11-27 14:02:00,1.72,,52,181
Client Production,2020-11-27 16:40:00,0.7,,52,181
Client Production,2020-11-27 17:32:00,0.42,,52,181
Client Production,2020-11-27 18:05:00,0.85,,52,181
Client Production,2020-11-30 14:51:00,1.2,,14,114
Client Production,2020-12-01 10:12:00,0.78,,14,114
Client Production,2020-12-01 13:46:00,1.17,,14,114
Client Production,2020-12-01 15:47:00,0.65,,14,114
Client Production,2020-12-03 15:29:00,0.85,,14,114
Client Production,2020-12-03 16:55:00,0.27,,14,114
Client Production,2020-12-08 13:25:00,2.13,,67,190
Client Production,2020-12-08 15:59:00,1.1,,67,190
Client Production,2020-12-09 10:32:00,0.28,,14,114
Client Production,2020-12-10 09:35:00,1.18,,48,164
Client Production,2020-12-10 19:52:00,1.57,,48,164
Client Production,2020-12-10 21:09:00,2.83,,48,164
Client Production,2020-12-11 10:00:00,0.93,,92,187
Client Production,2020-12-12 00:17:00,0.62,,14,115
Client Production,2020-12-14 13:53:00,0.92,,92,187
Client Production,2020-12-14 14:50:00,0.22,,14,115
Client Production,2020-12-14 15:29:00,1.9,,14,115
Client Production,2020-12-14 18:20:00,1.5,,14,115
Client Production,2020-12-14 20:48:00,2.28,,14,115
Client Production,2020-12-15 11:40:00,0.82,,43,169
Client Production,2020-12-15 12:31:00,1.23,,14,115
Client Production,2020-12-15 13:50:00,0.97,,14,115
Client Production,2020-12-15 15:03:00,1.93,,14,115
Client Production,2020-12-15 20:20:00,2.88,,43,169
Client Production,2020-12-19 01:06:00,0.8,,14,115
Client Production,2020-12-21 11:21:00,0.22,,14,115
Client Production,2020-12-21 12:03:00,0.48,,14,115
Client Production,2020-12-22 10:43:00,1.88,,21,139
Client Production,2020-12-22 13:44:00,1.13,,21,139
Client Production,2020-12-22 15:43:00,3.28,,21,139
Client Production,2020-12-27 14:04:00,1.72,,14,116
Client Production,2020-12-27 16:27:00,0.8,,14,116
Client Production,2020-12-27 18:37:00,1.13,,14,116
Client Production,2020-12-28 14:23:00,3.12,,14,116
Client Production,2021-01-04 14:28:00,2.48,,43,169
Client Production,2021-01-04 17:52:00,2.07,,43,169
Client Production,2021-01-04 21:39:00,1.65,,14,116
Client Production,2021-01-06 21:58:00,0.33,,37,188
Client Production,2021-01-07 10:37:00,1.3,,48,164
Client Production,2021-01-07 12:15:00,0.27,,48,164
Client Production,2021-01-07 22:45:00,1.23,,48,164
Client Production,2021-01-08 23:52:00,0.58,,48,164
Client Production,2021-01-11 19:40:00,0.97,,48,164
Client Production,2021-01-11 23:37:00,1.07,,48,164
Client Production,2021-01-13 23:07:00,0.23,,90,150
Client Production,2021-01-14 16:31:00,1.65,,92,187
Client Production,2021-01-14 18:33:00,0.63,,92,187
Client Production,2021-01-14 21:50:00,1.7,,92,187
Client Production,2021-01-17 15:20:00,0.17,,26,286
Client Production,2021-01-17 18:36:00,0.13,,26,286
Client Production,2021-01-18 13:08:00,0.95,,21,139
Client Production,2021-01-18 14:09:00,0.65,,21,139
Client Production,2021-01-18 17:11:00,1.72,,21,139
Client Production,2021-01-18 22:22:00,1.42,,21,139
Client Production,2021-01-18 23:51:00,0.2,,92,187
Client Production,2021-01-19 16:09:00,1.33,,21,139
Client Production,2021-01-21 13:56:00,2.08,,67,190
Client Production,2021-01-21 16:25:00,0.72,,67,190
Client Production,2021-01-21 22:23:00,0.23,,21,139
Client Production,2021-01-21 22:52:00,1.1,,43,169
Client Production,2021-01-21 23:58:00,0.22,,37,188
Client Production,2021-01-25 13:51:00,0.73,,37,188
Client Production,2021-01-25 22:35:00,1.1,,27,168
Client Production,2021-01-26 12:53:00,0.68,,90,150
Client Production,2021-01-26 20:44:00,0.1,,43,169
Client Production,2021-01-26 21:57:00,0.57,,43,169
Client Production,2021-01-26 23:42:00,0.57,,43,169
Client Production,2021-01-28 10:23:00,1.95,,67,190
Client Production,2021-01-28 15:25:00,2.07,,67,190
Client Production,2021-01-30 12:41:00,0.93,,43,169
Client Production,2021-01-30 21:53:00,0.62,,43,169
Client Production,2021-02-01 14:29:00,0.1,,43,169
Client Production,2021-02-01 15:45:00,0.78,,21,139
Client Production,2021-02-01 16:59:00,0.2,,43,169
Client Production,2021-02-01 20:21:00,1.07,,21,139
Client Production,2021-02-01 21:42:00,0.55,,27,168
Client Production,2021-02-01 22:16:00,0.72,,27,168
Client Production,2021-02-02 11:54:00,1.33,,7,174
Client Production,2021-02-02 13:28:00,0.47,,27,168
Client Production,2021-02-02 14:05:00,0.35,,27,168
Client Production,2021-02-02 19:13:00,1.1,,27,168
Client Production,2021-02-02 21:26:00,0.9,,27,168
Client Production,2021-02-02 22:39:00,0.35,,27,168
Client Production,2021-02-04 11:37:00,2.75,,92,187
Client Production,2021-02-04 15:05:00,0.47,,92,187
Client Production,2021-02-04 16:44:00,1.42,,92,187
Client Production,2021-02-04 22:10:00,1.28,,92,187
Client Production,2021-02-08 13:25:00,1.08,,27,168
Client Production,2021-02-08 15:22:00,0.47,,27,168
Client Production,2021-02-09 11:50:00,0.52,,90,150
Client Production,2021-02-09 12:38:00,0.57,,90,150
Client Production,2021-02-09 15:55:00,1.02,,90,150
Client Production,2021-02-09 17:08:00,1.6,,90,150
Client Production,2021-02-09 20:13:00,2.22,,102,186
Client Production,2021-02-10 14:48:00,0.12,,,
Client Production,2021-02-10 23:55:00,0.8,,102,186
Client Production,2021-02-13 00:10:00,0.5,,90,150
Client Production,2021-02-15 17:55:00,2.12,,102,186
Client Production,2021-02-15 21:36:00,1.45,,102,186
Client Production,2021-02-15 23:06:00,1.13,,102,186
Client Production,2021-02-16 23:15:00,0.52,,27,168
Client Production,2021-02-18 14:37:00,0.85,,67,190
Client Production,2021-02-18 18:11:00,1.28,,67,190
Client Production,2021-02-18 19:38:00,0.48,,67,190
Client Production,2021-02-18 20:45:00,2.43,,67,190
Client Production,2021-02-19 12:10:00,1.0,,102,186
Client Production,2021-02-19 15:28:00,1.18,,102,186
Client Production,2021-02-19 17:48:00,2.58,,102,186
Client Production,2021-02-22 10:07:00,0.43,,67,190
Client Production,2021-02-23 13:00:00,1.23,,27,168
Client Production,2021-02-23 20:17:00,0.4,,90,150
Client Production,2021-02-23 21:35:00,0.88,,90,150
Client Production,2021-02-24 10:12:00,0.25,,27,168
Client Production,2021-02-25 12:17:00,0.33,,90,150
Client Production,2021-02-25 13:32:00,1.02,,27,168
Client Production,2021-02-25 15:36:00,1.58,,102,186
Client Production,2021-02-25 17:50:00,0.58,,102,186
Client Production,2021-02-25 21:15:00,0.9,,102,186
Client Production,2021-02-26 17:40:00,0.33,,102,186
Client Production,2021-03-01 08:56:00,1.13,,90,150
Client Production,2021-03-01 13:07:00,0.12,,27,168
Client Production,2021-03-01 13:57:00,3.62,,26,286
Client Production,2021-03-02 10:09:00,1.53,,26,286
Client Production,2021-03-02 14:38:00,1.3,,26,286
Client Production,2021-03-02 21:30:00,1.17,,26,286
Client Production,2021-03-03 12:13:00,0.45,,58,173
Client Production,2021-03-03 13:00:00,0.78,,58,173
Client Production,2021-03-03 14:01:00,0.98,,58,173
Client Production,2021-03-03 19:14:00,1.45,,58,173
Client Production,2021-03-04 18:15:00,0.5,,43,170
Client Production,2021-03-04 19:23:00,1.68,,43,170
Client Production,2021-03-04 21:23:00,0.9,,,
Client Production,2021-03-05 10:23:00,0.62,,43,170
Client Production,2021-03-05 12:20:00,0.83,,43,170
Client Production,2021-03-05 19:02:00,0.62,,43,170
Client Production,2021-03-05 21:53:00,0.78,,43,170
Client Production,2021-03-08 14:07:00,1.75,,43,170
Client Production,2021-03-08 19:48:00,0.27,,30,171
Client Production,2021-03-08 20:15:00,2.17,,30,171
Client Production,2021-03-09 11:27:00,0.17,,48,164
Client Production,2021-03-09 17:22:00,1.47,,30,171
Client Production,2021-03-13 15:00:00,0.5,,58,173
Client Production,2021-03-16 15:06:00,2.77,,67,190
Client Production,2021-03-16 18:24:00,1.6,,67,190
Client Production,2021-03-19 15:04:00,3.62,,103,36
Client Production,2021-03-19 20:16:00,0.9,,103,36
Client Production,2021-03-20 11:16:00,1.3,,103,35
Client Production,2021-03-20 12:48:00,1.9,,103,35
Client Production,2021-03-20 16:34:00,2.1,,103,33
Client Production,2021-03-20 19:10:00,0.27,,103,34
Client Production,2021-03-20 19:31:00,0.32,,103,34
Client Production,2021-03-20 20:38:00,1.55,,103,34
Client Production,2021-03-21 12:58:00,2.2,,103,32
Client Production,2021-03-21 17:00:00,2.97,,103,32
Client Production,2021-03-21 20:14:00,1.15,,103,32
Client Production,2021-03-21 21:26:00,0.4,,103,32
Client Production,2021-03-22 12:00:00,3.8,,103,31
Client Production,2021-03-22 17:44:00,1.72,,103,33
Client Production,2021-03-22 19:55:00,0.83,,103,33
Client Production,2021-03-22 20:53:00,0.2,,103,33
Client Production,2021-03-22 22:50:00,0.42,,103,35
Client Production,2021-03-23 12:05:00,2.32,,103,30
Client Production,2021-03-23 15:50:00,2.47,,103,30
Client Production,2021-03-23 18:39:00,0.83,,103,30
Client Production,2021-03-23 22:37:00,0.63,,103,30
Client Production,2021-03-24 12:17:00,1.92,,103,29
Client Production,2021-03-24 14:40:00,2.97,,103,37
Client Production,2021-03-24 21:40:00,0.8,,103,29
Client Production,2021-03-24 22:33:00,0.47,,103,31
Client Production,2021-03-25 11:15:00,0.92,,103,31
Client Production,2021-03-25 12:40:00,0.73,,103,34
Client Production,2021-03-25 13:56:00,0.97,,103,34
Client Production,2021-03-25 15:13:00,0.53,,103,31
Client Production,2021-03-25 15:55:00,0.82,,103,31
Client Production,2021-03-25 16:55:00,0.28,,103,35
Client Production,2021-03-25 17:20:00,0.52,,103,35
Client Production,2021-03-25 20:51:00,0.55,,103,29
Client Production,2021-03-25 21:42:00,0.5,,103,29
Client Production,2021-03-25 22:32:00,0.42,,103,36
Client Production,2021-03-26 11:07:00,0.1,,103,37
Client Production,2021-03-26 11:46:00,0.35,,103,36
Client Production,2021-03-26 12:07:00,0.78,,103,37
Client Production,2021-03-26 13:47:00,0.52,,103,37
Client Production,2021-03-26 14:20:00,0.3,,103,37
Client Production,2021-03-26 14:47:00,0.12,,103,36
Client Production,2021-03-26 15:05:00,0.5,,103,36
Client Production,2021-03-26 15:55:00,0.13,,103,31
Client Production,2021-03-26 16:03:00,0.12,,103,34
Client Production,2021-03-26 16:10:00,0.03,,103,37
Client Production,2021-03-26 16:33:00,0.47,,,
Client Production,2021-03-26 17:40:00,0.85,,,
Client Production,2021-03-26 18:32:00,1.55,,,
Client Production,2021-03-30 12:38:00,1.03,,67,190
Client Production,2021-03-30 14:55:00,1.25,,67,190
Client Production,2021-03-30 16:52:00,0.33,,67,190
Client Production,2021-03-30 18:15:00,0.88,,67,190
Client Production,2021-03-30 20:21:00,0.7,,67,190
Client Production,2021-03-30 22:45:00,1.18,,67,190
Client Production,2021-04-06 11:12:00,0.47,,67,190
Client Production,2021-04-06 12:12:00,1.02,,67,190
Client Production,2021-04-08 12:40:00,0.47,,43,170
Client Production,2021-04-12 11:51:00,4.48,,101,182
Client Production,2021-04-15 13:41:00,1.52,,103,37
Client Production,2021-04-15 16:50:00,1.25,,103,37
Client Production,2021-04-15 20:58:00,0.78,,103,37
Client Production,2021-04-15 22:06:00,1.48,,43,170
Client Production,2021-04-19 11:48:00,0.92,,43,170
Client Production,2021-04-19 21:00:00,2.37,,103,36
Client Production,2021-04-20 19:52:00,0.53,,103,34
Client Production,2021-04-20 21:54:00,1.25,,103,34
Client Production,2021-04-21 00:03:00,0.22,,103,31
Client Production,2021-04-26 13:28:00,0.43,,67,190
Client Production,2021-04-26 14:21:00,0.82,,67,190
Client Production,2021-04-26 21:39:00,0.77,,67,190
Client Production,2021-04-26 23:25:00,1.25,,103,30
Client Production,2021-04-27 23:33:00,0.73,,103,30
Client Production,2021-04-28 22:34:00,1.25,,103,29
Client Production,2021-04-29 13:17:00,1.75,,101,182
Client Production,2021-04-29 16:34:00,1.13,,101,182
Client Production,2021-04-29 17:57:00,0.97,,101,182
Client Production,2021-04-29 19:24:00,0.5,,101,182
Client Production,2021-05-03 08:27:00,1.03,,103,32
Client Production,2021-05-03 09:52:00,0.75,,103,32
Client Production,2021-05-03 12:29:00,0.37,,103,32
Client Production,2021-05-03 13:11:00,0.67,,103,33
Client Production,2021-05-03 13:57:00,0.9,,103,33
Client Production,2021-05-03 15:20:00,0.77,,103,33
Client Production,2021-05-04 08:31:00,0.48,,103,35
Client Production,2021-05-04 09:24:00,0.65,,103,35
Client Production,2021-05-04 10:51:00,0.3,,103,35
Client Production,2021-05-04 11:35:00,0.2,,103,35
Client Production,2021-05-04 13:00:00,1.05,,67,190
Client Production,2021-05-10 19:03:00,1.67,,103,31
Client Production,2021-05-11 14:12:00,1.47,,103,31
Client Production,2021-05-14 15:30:00,4.53,,87,161
Client Production,2021-05-17 17:54:00,0.18,,87,161
Client Production,2021-05-17 18:52:00,2.13,,101,182
Client Production,2021-05-17 21:50:00,1.9,,101,182
Client Production,2021-05-20 12:12:00,0.38,,58,173
Client Production,2021-05-20 12:48:00,2.22,,58,173
Client Production,2021-05-24 15:39:00,1.6,,58,173
Client Production,2021-05-24 20:04:00,1.55,,58,173
Client Production,2021-05-25 10:44:00,1.22,,58,173
Client Production,2021-05-25 13:03:00,0.45,,58,173
Client Production,2021-05-25 15:27:00,0.33,,101,182
Client Production,2021-05-25 17:54:00,0.5,,30,171
Client Production,2021-05-25 22:08:00,0.97,,30,171
Client Production,2021-05-27 12:31:00,1.2,,40,183
Client Production,2021-05-27 14:05:00,0.33,,30,171
Client Production,2021-05-30 00:04:00,0.58,,32,156
Client Production,2021-05-30 00:59:00,0.28,,32,156
Client Production,2021-06-12 16:30:00,0.35,,58,173
Client Production,2021-06-14 10:46:00,0.48,,58,173
Client Production,2021-06-14 15:55:00,0.48,,58,173
Client Production,2021-06-14 17:46:00,0.63,,103,35
Client Production,2021-06-14 18:33:00,0.55,,103,35
Client Production,2021-06-15 22:43:00,1.05,,103,35
Client Production,2021-06-16 11:26:00,1.1,,12,146
Client Production,2021-06-16 12:55:00,1.05,,12,146
Client Production,2021-06-16 15:03:00,0.73,,12,146
Client Production,2021-06-16 16:00:00,0.95,,12,146
Client Production,2021-06-16 18:08:00,0.98,,12,146
Client Production,2021-06-17 00:13:00,1.22,,12,146
Client Production,2021-06-17 11:25:00,0.85,,12,149
Client Production,2021-06-17 13:08:00,0.98,,12,149
Client Production,2021-06-17 14:55:00,0.33,,12,149
Client Production,2021-06-17 15:44:00,1.07,,12,149
Client Production,2021-06-17 17:35:00,1.1,,12,149
Client Production,2021-06-17 22:48:00,2.57,,12,145
Client Production,2021-06-18 11:36:00,0.82,,12,148
Client Production,2021-06-18 14:06:00,0.97,,12,148
Client Production,2021-06-18 16:23:00,1.42,,12,148
Client Production,2021-06-18 18:21:00,0.67,,12,148
Client Production,2021-06-18 20:16:00,0.38,,12,148
Client Production,2021-06-18 21:04:00,0.78,,12,148
Client Production,2021-06-19 11:50:00,1.4,,12,148
Client Production,2021-06-19 13:40:00,1.9,,12,146
Client Production,2021-06-19 16:46:00,0.58,,12,146
Client Production,2021-06-19 17:23:00,0.87,,12,145
Client Production,2021-06-19 18:35:00,0.58,,12,145
Client Production,2021-06-19 20:33:00,1.8,,12,147
Client Production,2021-06-19 22:58:00,0.5,,12,147
Client Production,2021-06-19 23:34:00,2.07,,12,147
Client Production,2021-06-20 01:39:00,1.73,,12,147
Client Production,2021-06-20 15:00:00,1.05,,12,147
Client Production,2021-06-20 16:56:00,0.55,,12,147
Client Production,2021-06-23 21:23:00,0.15,,58,173
Client Production,2021-06-23 22:35:00,0.88,,58,173
Client Production,2021-06-24 15:00:00,0.92,,32,156
Client Production,2021-06-24 18:58:00,1.07,,48,164
Client Production,2021-06-24 23:18:00,1.53,,48,164
Client Production,2021-06-25 16:14:00,0.43,,12,146
Client Production,2021-06-25 16:44:00,0.48,,12,149
Client Production,2021-06-25 17:15:00,0.18,,12,147
Client Production,2021-06-25 17:35:00,0.48,,12,147
Client Production,2021-06-25 23:32:00,1.47,,12,147
Client Production,2021-07-06 16:41:00,0.28,,30,171
Client Production,2021-07-06 17:06:00,1.73,,30,171
Client Production,2021-07-06 20:49:00,1.13,,30,171
Client Production,2021-07-09 10:15:00,0.8,,30,171
Client Production,2021-07-12 12:18:00,2.2,,32,156
Client Production,2021-07-12 17:14:00,3.25,,32,156
Client Production,2021-07-12 21:19:00,0.15,,32,156
Client Production,2021-07-12 21:35:00,0.6,,32,156
Client Production,2021-07-13 10:52:00,1.17,,101,182
Client Production,2021-07-13 12:15:00,0.78,,101,182
Client Production,2021-07-13 13:08:00,0.32,,32,156
Client Production,2021-07-13 14:20:00,0.95,,32,156
Client Production,2021-07-13 15:28:00,1.87,,32,156
Client Production,2021-07-13 17:37:00,2.0,,32,156
Client Production,2021-07-13 19:44:00,0.72,,32,156
Client Production,2021-07-14 12:24:00,1.92,,32,156
Client Production,2021-07-14 17:00:00,0.63,,48,164
Client Production,2021-07-16 01:13:00,0.78,,32,156
Client Production,2021-07-19 10:46:00,0.92,,12,145
Client Production,2021-07-19 12:00:00,2.43,,12,145
Client Production,2021-07-19 15:11:00,1.33,,12,145
Client Production,2021-07-20 12:00:00,0.13,,101,182
Client Production,2021-07-20 12:18:00,1.3,,101,182
Client Production,2021-07-20 15:08:00,1.43,,101,182
Client Production,2021-07-20 20:57:00,2.0,,12,145
Client Production,2021-07-20 23:45:00,0.73,,12,145
Client Production,2021-07-21 20:39:00,0.73,,12,148
Client Production,2021-07-21 21:28:00,0.12,,12,148
Client Production,2021-07-22 11:13:00,0.73,,48,164
Client Production,2021-07-22 13:04:00,0.48,,32,156
Client Production,2021-07-22 13:33:00,0.32,,32,156
Client Production,2021-07-22 15:17:00,1.57,,32,156
Client Production,2021-07-22 18:04:00,0.67,,32,156
Client Production,2021-07-22 20:11:00,1.65,,32,156
Client Production,2021-07-26 10:29:00,0.92,,12,145
Client Production,2021-07-26 15:43:00,1.8,,103,35
Client Production,2021-07-26 19:56:00,2.48,,103,35
Client Production,2021-07-27 11:25:00,0.4,,32,156
Client Production,2021-07-27 12:02:00,0.5,,32,156
Client Production,2021-07-29 12:01:00,0.85,,87,161
Client Production,2021-07-29 13:59:00,1.47,,87,161
Client Production,2021-07-29 15:58:00,1.33,,87,161
Client Production,2021-08-02 11:20:00,0.77,,103,33
Client Production,2021-08-02 12:17:00,1.38,,103,33
Client Production,2021-08-02 15:34:00,0.77,,103,33
Client Production,2021-08-02 16:30:00,0.93,,103,33
Client Production,2021-08-02 17:49:00,0.52,,103,33
Client Production,2021-08-03 11:27:00,0.78,,40,183
Client Production,2021-08-03 12:20:00,1.32,,40,183
Client Production,2021-08-03 15:07:00,0.83,,40,183
Client Production,2021-08-03 16:00:00,0.48,,40,183
Client Production,2021-08-03 16:35:00,0.37,,101,182
Client Production,2021-08-03 17:53:00,1.35,,103,32
Client Production,2021-08-06 21:12:00,1.05,,103,32
Client Production,2021-08-06 22:21:00,0.92,,103,32
Client Production,2021-08-06 23:16:00,0.65,,103,32
Client Production,2021-08-08 18:03:00,0.65,,40,183
Client Production,2021-08-08 21:18:00,0.68,,12,148
Client Production,2021-08-08 22:15:00,1.13,,12,148
Client Production,2021-08-09 09:53:00,0.52,,101,182
Client Production,2021-08-16 11:20:00,0.63,,103,29
Client Production,2021-08-16 12:14:00,1.0,,103,29
Client Production,2021-08-16 15:11:00,2.12,,103,29
Client Production,2021-08-16 21:19:00,1.22,,103,29
Client Production,2021-08-17 10:36:00,0.42,,87,161
Client Production,2021-08-17 11:30:00,0.58,,87,161
Client Production,2021-08-17 14:26:00,0.82,,103,29
Client Production,2021-08-17 15:21:00,1.93,,103,29
Client Production,2021-08-17 20:50:00,2.5,,103,30
Client Production,2021-08-19 11:23:00,1.53,,103,30
Client Production,2021-08-19 13:47:00,1.32,,103,30
Client Production,2021-08-19 15:47:00,0.42,,103,30
Client Production,2021-08-19 17:05:00,1.07,,103,30
Client Production,2021-08-24 10:24:00,1.3,,87,161
Client Production,2021-08-24 11:58:00,2.05,,87,161
Client Production,2021-08-24 14:46:00,1.28,,87,161
Client Production,2021-08-24 20:20:00,0.43,,87,161
Client Production,2021-08-24 20:51:00,0.97,,87,161
Client Production,2021-08-26 21:59:00,1.15,,103,37
Client Production,2021-08-27 14:04:00,0.6,,46,191
Client Production,2021-08-27 20:58:00,1.78,,46,191
Client Production,2021-08-28 16:32:00,0.43,,46,191
Client Production,2021-08-28 17:00:00,0.67,,46,191
Client Production,2021-08-28 18:20:00,1.38,,46,191
Client Production,2021-08-28 21:29:00,0.15,,46,191
Client Production,2021-08-29 11:40:00,0.38,,46,191
Client Production,2021-08-29 15:06:00,0.33,,46,191
Client Production,2021-08-30 09:03:00,0.62,,46,191
Client Production,2021-08-30 16:01:00,0.22,,40,184
Client Production,2021-08-30 16:33:00,0.52,,40,184
Client Production,2021-08-30 17:12:00,0.68,,40,184
Client Production,2021-08-30 18:16:00,0.23,,48,164
Client Production,2021-08-31 10:36:00,0.38,,46,191
Client Production,2021-08-31 12:23:00,0.18,,46,191
Client Production,2021-08-31 13:46:00,0.77,,48,164
Client Production,2021-08-31 14:36:00,0.33,,48,164
Client Production,2021-08-31 15:06:00,0.15,,48,164
Client Production,2021-08-31 17:51:00,1.2,,48,164
Client Production,2021-09-01 18:05:00,1.22,,7,174
Client Production,2021-09-03 11:14:00,0.42,,48,164
Client Production,2021-09-03 11:54:00,1.28,,48,164
Client Production,2021-09-03 14:09:00,0.33,,48,164
Client Production,2021-09-03 15:15:00,1.27,,103,36
Client Production,2021-09-03 18:12:00,1.47,,103,36
Client Production,2021-09-03 20:03:00,1.02,,103,36
Client Production,2021-09-07 10:38:00,1.28,,87,162
Client Production,2021-09-07 13:39:00,1.83,,87,162
Client Production,2021-09-07 15:37:00,1.05,,87,162
Client Production,2021-09-08 09:06:00,0.2,,7,174
Client Production,2021-09-09 16:52:00,1.13,,7,174
Client Production,2021-09-09 18:25:00,0.48,,7,174
Client Production,2021-09-09 21:27:00,1.17,,7,174
Client Production,2021-09-13 16:20:00,0.5,,92,187
Client Production,2021-09-13 18:50:00,0.4,,7,174
Client Production,2021-09-13 20:45:00,0.48,,7,174
Client Production,2021-09-15 11:34:00,2.22,,7,174
Client Production,2021-09-15 16:30:00,0.77,,7,174
Client Production,2021-09-15 20:01:00,2.35,,7,174
Client Production,2021-09-16 11:29:00,0.25,,7,174
