activity,datetime,hours,notes,client_id,project_id
Client Production,2020-03-25 10:27:00,0.6,,,
Client Production,2020-03-25 14:42:00,1.53,,5.0,78.0
Client Production,2020-03-25 19:33:00,0.9,,5.0,78.0
Client Production,2020-03-26 11:53:00,1.0,,98.0,243.0
Client Production,2020-03-27 11:52:00,0.48,,,
Client Production,2020-03-27 12:42:00,1.17,,98.0,243.0
Client Production,2020-03-27 15:50:00,0.7,,98.0,243.0
Client Production,2020-03-27 16:50:00,1.5,,,
Client Production,2020-03-27 18:26:00,0.33,,,
Client Production,2020-03-28 15:19:00,0.32,,,
Client Production,2020-03-30 11:18:00,0.05,,,
Client Production,2020-03-30 11:43:00,0.97,,5.0,78.0
Client Production,2020-03-30 13:03:00,0.48,,5.0,78.0
Client Production,2020-03-30 19:32:00,0.45,,5.0,78.0
Client Production,2020-03-30 20:25:00,0.42,,5.0,78.0
Client Production,2020-03-30 20:55:00,0.58,,5.0,78.0
Client Production,2020-03-31 11:38:00,1.12,,46.0,77.0
Client Production,2020-03-31 13:32:00,0.95,,46.0,77.0
Client Production,2020-04-01 11:59:00,1.37,,46.0,77.0
Client Production,2020-04-01 13:55:00,1.15,,46.0,77.0
Client Production,2020-04-01 15:56:00,0.32,,46.0,77.0
Client Production,2020-04-01 16:45:00,0.72,,46.0,77.0
Client Production,2020-04-01 20:06:00,1.2,,46.0,77.0
Client Production,2020-04-02 12:28:00,0.57,,5.0,78.0
Client Production,2020-04-02 17:22:00,1.05,,19.0,79.0
Client Production,2020-04-03 10:31:00,1.47,,,
Client Production,2020-04-03 13:51:00,0.2,,5.0,78.0
Client Production,2020-04-03 14:07:00,1.2,,46.0,77.0
Client Production,2020-04-03 17:04:00,0.1,,46.0,77.0
Client Production,2020-04-03 17:45:00,0.63,,,
Client Production,2020-04-06 10:51:00,0.98,,46.0,77.0
Client Production,2020-04-06 12:36:00,2.13,,,
Client Production,2020-04-06 14:52:00,0.48,,,
Client Production,2020-04-06 18:46:00,0.05,,5.0,78.0
Client Production,2020-04-07 10:30:00,0.85,,46.0,77.0
Client Production,2020-04-07 11:38:00,0.7,,46.0,77.0
Client Production,2020-04-07 12:58:00,0.48,,98.0,243.0
Client Production,2020-04-08 15:04:00,0.55,,46.0,77.0
Client Production,2020-04-08 18:16:00,0.23,,,
Client Production,2020-04-08 22:06:00,0.5,,98.0,243.0
Client Production,2020-04-08 22:41:00,0.38,,46.0,77.0
Client Production,2020-04-09 16:52:00,0.52,,,
Client Production,2020-04-13 18:19:00,0.68,,19.0,79.0
Client Production,2020-04-15 15:06:00,0.95,,19.0,79.0
Client Production,2020-04-15 17:13:00,0.78,,19.0,79.0
Client Production,2020-04-18 20:37:00,2.5,,,
Client Production,2020-04-20 16:31:00,1.92,,98.0,243.0
Client Production,2020-04-20 19:23:00,1.22,,98.0,243.0
Client Production,2020-04-20 21:55:00,0.97,,98.0,243.0
Client Production,2020-04-22 12:25:00,3.02,,12.0,80.0
Client Production,2020-04-22 22:45:00,0.47,,12.0,80.0
Client Production,2020-04-23 11:51:00,0.37,,,
Client Production,2020-04-23 12:40:00,0.33,,12.0,80.0
Client Production,2020-04-23 13:05:00,1.65,,12.0,80.0
Client Production,2020-04-23 15:40:00,0.58,,12.0,80.0
Client Production,2020-04-23 16:20:00,0.98,,12.0,80.0
Client Production,2020-04-23 21:36:00,0.33,,79.0,82.0
Client Production,2020-04-24 15:13:00,0.47,,,
Client Production,2020-04-24 21:51:00,2.5,,,
Client Production,2020-04-27 11:43:00,1.23,,19.0,79.0
Client Production,2020-04-27 19:36:00,1.0,,19.0,79.0
Client Production,2020-04-28 16:12:00,0.75,,,
Client Production,2020-04-28 17:50:00,0.77,,,
Client Production,2020-04-28 18:44:00,0.38,,,
Client Production,2020-04-29 10:35:00,0.3,,98.0,243.0
Client Production,2020-04-29 13:49:00,0.3,,,
Client Production,2020-04-29 15:11:00,1.98,,79.0,82.0
Client Production,2020-04-30 22:50:00,0.75,,,
Client Production,2020-05-01 10:31:00,1.07,,,
Client Production,2020-05-01 12:30:00,1.62,,19.0,79.0
Client Production,2020-05-04 10:24:00,0.63,,19.0,79.0
Client Production,2020-05-04 11:48:00,2.15,,19.0,79.0
Client Production,2020-05-04 16:59:00,0.2,,28.0,86.0
Client Production,2020-05-04 17:13:00,0.4,,28.0,85.0
Client Production,2020-05-04 17:38:00,0.22,,28.0,87.0
Client Production,2020-05-04 17:52:00,0.08,,28.0,85.0
Client Production,2020-05-05 11:51:00,1.52,,19.0,79.0
Client Production,2020-05-05 14:30:00,0.6,,19.0,79.0
Client Production,2020-05-05 19:50:00,1.47,,79.0,82.0
Client Production,2020-05-06 17:17:00,0.28,,,
Client Production,2020-05-07 15:07:00,0.48,,12.0,81.0
Client Production,2020-05-07 16:08:00,0.62,,12.0,81.0
Client Production,2020-05-07 18:19:00,0.92,,12.0,81.0
Client Production,2020-05-07 20:43:00,2.42,,12.0,81.0
Client Production,2020-05-11 14:59:00,0.13,,12.0,81.0
Client Production,2020-05-12 12:30:00,0.83,,34.0,245.0
Client Production,2020-05-14 15:51:00,1.0,,,
Client Production,2020-05-16 12:56:00,0.85,,28.0,87.0
Client Production,2020-05-18 14:57:00,1.5,,34.0,245.0
Client Production,2020-05-18 16:42:00,0.27,,34.0,245.0
Client Production,2020-05-18 20:07:00,0.57,,34.0,245.0
Client Production,2020-05-19 20:59:00,0.7,,28.0,87.0
Client Production,2020-05-20 12:23:00,0.82,,28.0,87.0
Client Production,2020-05-20 14:23:00,1.7,,28.0,87.0
Client Production,2020-05-20 16:18:00,0.8,,28.0,87.0
Client Production,2020-05-20 18:30:00,0.92,,28.0,86.0
Client Production,2020-05-21 12:33:00,1.0,,79.0,82.0
Client Production,2020-05-21 15:13:00,1.8,,28.0,87.0
Client Production,2020-05-22 10:58:00,0.65,,28.0,86.0
Client Production,2020-05-22 11:49:00,0.7,,28.0,86.0
Client Production,2020-05-26 09:27:00,0.52,,28.0,87.0
Client Production,2020-05-26 17:25:00,0.87,,15.0,84.0
Client Production,2020-05-27 15:12:00,1.12,,12.0,80.0
Client Production,2020-05-27 16:47:00,1.57,,12.0,80.0
Client Production,2020-05-28 09:58:00,0.23,,12.0,80.0
Client Production,2020-05-28 11:39:00,0.95,,12.0,80.0
Client Production,2020-05-28 14:53:00,0.87,,12.0,81.0
Client Production,2020-05-29 14:58:00,2.18,,,
Client Production,2020-05-29 17:22:00,0.55,,70.0,88.0
Client Production,2020-06-01 13:30:00,0.57,,79.0,82.0
Client Production,2020-06-01 14:45:00,0.42,,79.0,82.0
Client Production,2020-06-01 17:13:00,1.33,,79.0,82.0
Client Production,2020-06-02 12:00:00,1.42,,,
Client Production,2020-06-02 13:54:00,1.1,,,
Client Production,2020-06-02 16:40:00,1.42,,,
Client Production,2020-06-02 18:15:00,1.92,,,
Client Production,2020-06-03 14:01:00,0.47,,12.0,80.0
Client Production,2020-06-03 22:13:00,0.73,,21.0,94.0
Client Production,2020-06-04 11:03:00,2.43,,15.0,84.0
Client Production,2020-06-04 14:58:00,1.58,,15.0,84.0
Client Production,2020-06-05 11:44:00,0.73,,95.0,248.0
Client Production,2020-06-05 12:42:00,0.37,,95.0,248.0
Client Production,2020-06-05 13:43:00,0.07,,21.0,94.0
Client Production,2020-06-05 15:06:00,0.93,,,
Client Production,2020-06-06 15:44:00,0.5,,15.0,84.0
Client Production,2020-06-08 11:30:00,0.6,,90.0,89.0
Client Production,2020-06-08 12:24:00,1.0,,90.0,89.0
Client Production,2020-06-08 13:53:00,0.28,,21.0,94.0
Client Production,2020-06-08 14:54:00,0.35,,90.0,89.0
Client Production,2020-06-08 15:29:00,1.75,,90.0,89.0
Client Production,2020-06-08 17:25:00,0.92,,90.0,89.0
Client Production,2020-06-09 09:51:00,0.27,,90.0,89.0
Client Production,2020-06-09 10:29:00,0.32,,21.0,94.0
Client Production,2020-06-09 14:25:00,0.07,,21.0,94.0
Client Production,2020-06-09 17:01:00,0.45,,8.0,246.0
Client Production,2020-06-09 21:19:00,1.72,,8.0,246.0
Client Production,2020-06-09 23:24:00,1.37,,8.0,246.0
Client Production,2020-06-10 10:55:00,0.95,,28.0,86.0
Client Production,2020-06-10 15:13:00,0.95,,28.0,86.0
Client Production,2020-06-15 13:00:00,1.72,,28.0,86.0
Client Production,2020-06-15 15:37:00,0.55,,28.0,86.0
Client Production,2020-06-15 17:33:00,2.67,,15.0,84.0
Client Production,2020-06-15 20:23:00,1.47,,15.0,84.0
Client Production,2020-06-16 21:30:00,0.23,,15.0,84.0
Client Production,2020-06-17 02:46:00,0.3,,21.0,94.0
Client Production,2020-06-18 16:40:00,1.02,,,
Client Production,2020-06-19 11:14:00,0.4,,,
Client Production,2020-06-19 12:35:00,0.93,,28.0,86.0
Client Production,2020-06-19 14:22:00,0.43,,28.0,86.0
Client Production,2020-06-19 16:01:00,1.45,,70.0,88.0
Client Production,2020-06-19 18:08:00,0.7,,70.0,88.0
Client Production,2020-06-22 12:52:00,0.13,,,
Client Production,2020-06-22 13:30:00,1.25,,76.0,91.0
Client Production,2020-06-22 16:05:00,1.57,,70.0,88.0
Client Production,2020-06-23 10:55:00,0.67,,28.0,86.0
Client Production,2020-06-25 10:08:00,0.67,,28.0,86.0
Client Production,2020-06-25 11:04:00,1.52,,28.0,86.0
Client Production,2020-06-25 12:44:00,0.58,,28.0,86.0
Client Production,2020-06-29 09:32:00,0.25,,15.0,84.0
Client Production,2020-06-29 12:28:00,0.45,,15.0,84.0
Client Production,2020-06-29 13:23:00,0.87,,8.0,246.0
Client Production,2020-06-29 14:30:00,1.0,,8.0,246.0
Client Production,2020-06-29 22:10:00,0.67,,15.0,84.0
Client Production,2020-06-29 23:24:00,1.15,,15.0,84.0
Client Production,2020-06-30 20:21:00,0.75,,79.0,82.0
Client Production,2020-06-30 23:47:00,1.3,,79.0,82.0
Client Production,2020-07-01 11:30:00,0.48,,28.0,85.0
Client Production,2020-07-01 15:29:00,1.43,,28.0,85.0
Client Production,2020-07-01 21:07:00,0.75,,28.0,85.0
Client Production,2020-07-07 09:05:00,1.68,,76.0,91.0
Client Production,2020-07-07 11:08:00,0.87,,76.0,91.0
Client Production,2020-07-08 17:34:00,0.42,,28.0,85.0
Client Production,2020-07-09 21:15:00,0.2,,,
Client Production,2020-07-11 16:18:00,0.45,,28.0,85.0
Client Production,2020-07-11 16:58:00,0.97,,28.0,85.0
Client Production,2020-07-13 11:31:00,1.37,,79.0,82.0
Client Production,2020-07-14 13:36:00,0.92,,22.0,244.0
Client Production,2020-07-14 18:59:00,1.65,,22.0,244.0
Client Production,2020-07-14 20:49:00,1.53,,22.0,244.0
Client Production,2020-07-15 08:55:00,0.63,,76.0,91.0
Client Production,2020-07-15 09:52:00,1.13,,76.0,91.0
Client Production,2020-07-16 13:45:00,0.75,,70.0,88.0
Client Production,2020-07-16 16:06:00,1.32,,70.0,88.0
Client Production,2020-07-16 18:02:00,0.37,,70.0,88.0
Client Production,2020-07-17 15:20:00,1.52,,28.0,85.0
Client Production,2020-07-17 22:40:00,0.48,,28.0,85.0
Client Production,2020-07-18 09:16:00,0.23,,28.0,85.0
Client Production,2020-07-18 09:45:00,0.6,,28.0,85.0
Client Production,2020-07-20 11:14:00,0.35,,79.0,82.0
Client Production,2020-07-20 14:43:00,1.62,,70.0,88.0
Client Production,2020-07-20 16:21:00,1.48,,70.0,88.0
Client Production,2020-07-20 17:55:00,0.5,,70.0,88.0
Client Production,2020-07-23 12:25:00,0.63,,79.0,82.0
Client Production,2020-07-23 13:13:00,0.55,,79.0,82.0
Client Production,2020-07-23 16:04:00,0.68,,70.0,88.0
Client Production,2020-07-27 23:02:00,0.53,,,
Client Production,2020-07-28 22:24:00,1.78,,12.0,81.0
Client Production,2020-07-29 19:06:00,0.3,,85.0,90.0
Client Production,2020-07-30 10:44:00,1.17,,85.0,90.0
Client Production,2020-08-02 12:52:00,0.23,,,
Client Production,2020-08-11 12:52:00,2.0,,85.0,90.0
Client Production,2020-08-11 15:24:00,1.78,,85.0,90.0
Client Production,2020-08-11 17:23:00,1.38,,85.0,90.0
Client Production,2020-08-13 18:16:00,1.77,,76.0,91.0
Client Production,2020-08-13 21:02:00,1.3,,76.0,91.0
Client Production,2020-08-13 22:39:00,1.33,,76.0,91.0
Client Production,2020-08-18 23:00:00,0.77,,85.0,90.0
Client Production,2020-08-19 12:05:00,3.03,,22.0,244.0
Client Production,2020-08-19 15:53:00,0.75,,22.0,244.0
Client Production,2020-08-24 11:56:00,1.87,,85.0,90.0
Client Production,2020-08-24 18:21:00,0.57,,85.0,90.0
Client Production,2020-08-24 19:05:00,1.63,,85.0,90.0
Client Production,2020-08-24 23:25:00,1.3,,14.0,22.0
Client Production,2020-08-25 12:30:00,1.63,,14.0,22.0
Client Production,2020-08-25 15:55:00,1.18,,14.0,22.0
Client Production,2020-08-25 18:50:00,2.38,,14.0,22.0
Client Production,2020-08-26 20:29:00,0.57,,76.0,91.0
Client Production,2020-08-26 21:40:00,2.13,,76.0,91.0
Client Production,2020-08-27 13:43:00,0.92,,85.0,90.0
Client Production,2020-08-27 17:30:00,0.3,,85.0,90.0
Client Production,2020-08-29 11:14:00,0.85,,85.0,90.0
Client Production,2020-08-29 12:13:00,0.22,,85.0,90.0
Client Production,2020-09-10 17:13:00,0.62,,14.0,22.0
Client Production,2020-09-11 11:25:00,0.88,,14.0,22.0
Client Production,2020-09-12 22:14:00,1.57,,14.0,22.0
Client Production,2020-09-13 12:00:00,0.57,,14.0,22.0
Client Production,2020-09-13 16:52:00,0.37,,76.0,91.0
Client Production,2020-09-13 18:15:00,0.45,,76.0,91.0
Client Production,2020-09-14 11:32:00,1.75,,85.0,90.0
Client Production,2020-09-14 13:57:00,3.67,,23.0,98.0
Client Production,2020-09-14 20:10:00,0.65,,23.0,98.0
Client Production,2020-09-15 11:06:00,2.8,,14.0,22.0
Client Production,2020-09-15 16:34:00,0.52,,14.0,22.0
Client Production,2020-09-15 23:01:00,1.48,,14.0,22.0
Client Production,2020-09-16 14:43:00,0.62,,23.0,98.0
Client Production,2020-09-16 16:08:00,0.92,,23.0,98.0
Client Production,2020-09-16 20:47:00,0.7,,23.0,98.0
Client Production,2020-09-16 21:50:00,0.83,,23.0,98.0
Client Production,2020-09-16 23:00:00,1.35,,70.0,88.0
Client Production,2020-09-17 14:52:00,2.03,,70.0,88.0
Client Production,2020-09-17 18:01:00,1.85,,70.0,88.0
Client Production,2020-09-17 20:15:00,1.15,,70.0,88.0
Client Production,2020-09-17 22:39:00,0.57,,70.0,88.0
Client Production,2020-09-28 10:00:00,0.5,,27.0,107.0
Client Production,2020-09-28 10:30:00,0.5,,27.0,105.0
Client Production,2020-09-28 11:59:00,1.23,,14.0,22.0
Client Production,2020-09-28 14:17:00,2.28,,14.0,22.0
Client Production,2020-09-28 20:15:00,1.48,,85.0,90.0
Client Production,2020-09-29 21:19:00,1.98,,14.0,22.0
Client Production,2020-10-04 15:48:00,0.42,,85.0,90.0
Client Production,2020-10-04 16:25:00,0.33,,14.0,22.0
Client Production,2020-10-04 18:13:00,0.35,,14.0,22.0
Client Production,2020-10-04 19:44:00,2.18,,70.0,88.0
Client Production,2020-10-05 10:36:00,0.33,,14.0,22.0
Client Production,2020-10-05 12:05:00,1.67,,23.0,98.0
Client Production,2020-10-05 17:50:00,0.43,,23.0,98.0
Client Production,2020-10-05 19:27:00,1.93,,23.0,98.0
Client Production,2020-10-08 09:11:00,2.77,,76.0,91.0
Client Production,2020-10-08 12:16:00,0.87,,76.0,91.0
Client Production,2020-10-08 14:55:00,1.72,,76.0,91.0
Client Production,2020-10-08 16:50:00,1.5,,76.0,91.0
Client Production,2020-10-08 18:45:00,0.92,,76.0,91.0
Client Production,2020-10-12 12:08:00,0.73,,23.0,98.0
Client Production,2020-10-12 14:04:00,0.75,,76.0,91.0
Client Production,2020-10-12 15:22:00,1.68,,76.0,91.0
Client Production,2020-10-14 10:26:00,0.45,,76.0,91.0
Client Production,2020-10-14 11:23:00,1.03,,76.0,91.0
Client Production,2020-10-15 15:28:00,0.37,,42.0,95.0
Client Production,2020-10-15 16:33:00,1.72,,42.0,95.0
Client Production,2020-10-15 19:14:00,1.37,,42.0,95.0
Client Production,2020-10-16 11:18:00,0.5,,42.0,95.0
Client Production,2020-10-16 16:16:00,3.35,,70.0,88.0
Client Production,2020-10-17 12:09:00,0.52,,42.0,95.0
Client Production,2020-10-17 19:23:00,1.1,,42.0,95.0
Client Production,2020-10-17 22:38:00,0.58,,23.0,98.0
Client Production,2020-10-17 23:27:00,1.25,,70.0,88.0
Client Production,2020-10-19 13:51:00,0.98,,70.0,88.0
Client Production,2020-10-19 15:45:00,0.52,,23.0,98.0
Client Production,2020-10-19 16:49:00,1.55,,79.0,82.0
Client Production,2020-10-20 13:02:00,1.08,,35.0,103.0
Client Production,2020-10-20 15:04:00,0.83,,35.0,103.0
Client Production,2020-10-20 16:10:00,1.65,,35.0,103.0
Client Production,2020-10-20 20:28:00,0.45,,35.0,103.0
Client Production,2020-10-22 12:03:00,1.12,,35.0,103.0
Client Production,2020-10-22 13:35:00,1.1,,35.0,103.0
Client Production,2020-10-24 16:37:00,0.88,,14.0,23.0
Client Production,2020-10-26 13:25:00,0.62,,45.0,120.0
Client Production,2020-10-26 17:08:00,1.43,,14.0,23.0
Client Production,2020-10-27 12:42:00,1.85,,14.0,23.0
Client Production,2020-10-27 15:07:00,0.93,,14.0,23.0
Client Production,2020-10-27 18:30:00,2.38,,14.0,23.0
Client Production,2020-10-29 14:28:00,0.73,,14.0,23.0
Client Production,2020-10-29 15:40:00,0.52,,14.0,23.0
Client Production,2020-10-29 18:00:00,1.0,,14.0,23.0
Client Production,2020-10-29 19:38:00,0.45,,45.0,120.0
Client Production,2020-10-30 10:12:00,1.85,,20.0,76.0
Client Production,2020-10-30 13:40:00,0.42,,20.0,76.0
Client Production,2020-10-30 15:55:00,2.18,,20.0,76.0
Client Production,2020-10-31 14:00:00,0.3,,14.0,23.0
Client Production,2020-11-02 12:35:00,0.65,,23.0,98.0
Client Production,2020-11-02 13:40:00,0.4,,23.0,98.0
Client Production,2020-11-02 14:14:00,2.67,,45.0,120.0
Client Production,2020-11-03 14:57:00,1.03,,45.0,120.0
Client Production,2020-11-03 16:11:00,0.97,,45.0,120.0
Client Production,2020-11-03 17:16:00,0.4,,45.0,120.0
Client Production,2020-11-03 22:11:00,1.0,,22.0,244.0
Client Production,2020-11-04 20:08:00,0.38,,23.0,98.0
Client Production,2020-11-04 22:52:00,0.35,,23.0,98.0
Client Production,2020-11-06 22:13:00,0.45,,45.0,120.0
Client Production,2020-11-09 12:01:00,0.4,,23.0,98.0
Client Production,2020-11-09 22:28:00,1.73,,45.0,120.0
Client Production,2020-11-10 10:12:00,1.58,,45.0,120.0
Client Production,2020-11-10 15:08:00,2.12,,45.0,120.0
Client Production,2020-11-11 22:10:00,1.12,,45.0,120.0
Client Production,2020-11-11 23:20:00,0.65,,45.0,120.0
Client Production,2020-11-12 11:02:00,0.95,,45.0,120.0
Client Production,2020-11-12 12:07:00,0.9,,45.0,120.0
Client Production,2020-11-12 14:48:00,0.67,,23.0,98.0
Client Production,2020-11-12 16:25:00,0.58,,45.0,120.0
Client Production,2020-11-12 17:52:00,0.35,,45.0,120.0
Client Production,2020-11-12 18:30:00,0.88,,14.0,23.0
Client Production,2020-11-13 18:13:00,2.13,,14.0,23.0
Client Production,2020-11-13 20:40:00,2.33,,14.0,23.0
Client Production,2020-11-14 12:45:00,1.93,,59.0,129.0
Client Production,2020-11-14 15:00:00,2.0,,59.0,129.0
Client Production,2020-11-14 17:05:00,0.72,,59.0,129.0
Client Production,2020-11-16 10:06:00,1.28,,20.0,76.0
Client Production,2020-11-16 12:52:00,1.18,,20.0,76.0
Client Production,2020-11-16 15:29:00,1.25,,20.0,76.0
Client Production,2020-11-16 17:28:00,1.78,,20.0,76.0
Client Production,2020-11-16 21:57:00,0.43,,14.0,23.0
Client Production,2020-11-17 10:54:00,0.58,,23.0,98.0
Client Production,2020-11-17 12:26:00,0.22,,45.0,120.0
Client Production,2020-11-17 13:06:00,1.0,,45.0,120.0
Client Production,2020-11-17 15:04:00,0.35,,45.0,120.0
Client Production,2020-11-17 15:49:00,0.3,,45.0,120.0
Client Production,2020-11-17 16:20:00,0.8,,45.0,120.0
Client Production,2020-11-19 14:39:00,0.12,,45.0,120.0
Client Production,2020-11-19 15:06:00,1.8,,14.0,23.0
Client Production,2020-11-20 13:32:00,0.38,,45.0,120.0
Client Production,2020-11-20 16:15:00,1.02,,45.0,120.0
Client Production,2020-11-23 13:55:00,0.8,,33.0,127.0
Client Production,2020-11-23 16:32:00,1.02,,45.0,120.0
Client Production,2020-11-23 17:35:00,0.48,,45.0,120.0
Client Production,2020-11-23 18:46:00,1.65,,45.0,120.0
Client Production,2020-11-24 11:21:00,1.57,,45.0,120.0
Client Production,2020-11-24 13:15:00,0.45,,45.0,120.0
Client Production,2020-11-24 15:12:00,0.62,,14.0,23.0
Client Production,2020-11-25 20:25:00,0.42,,45.0,120.0
Client Production,2020-11-25 22:03:00,0.37,,45.0,120.0
Client Production,2020-11-25 22:51:00,1.08,,45.0,120.0
Client Production,2020-11-27 10:46:00,2.03,,45.0,120.0
Client Production,2020-11-27 13:00:00,0.33,,45.0,120.0
Client Production,2020-11-27 14:02:00,1.72,,45.0,120.0
Client Production,2020-11-27 16:40:00,0.7,,45.0,120.0
Client Production,2020-11-27 17:32:00,0.42,,45.0,120.0
Client Production,2020-11-27 18:05:00,0.85,,45.0,120.0
Client Production,2020-11-30 14:51:00,1.2,,14.0,23.0
Client Production,2020-12-01 10:12:00,0.78,,14.0,23.0
Client Production,2020-12-01 13:46:00,1.17,,14.0,23.0
Client Production,2020-12-01 15:47:00,0.65,,14.0,23.0
Client Production,2020-12-03 15:29:00,0.85,,14.0,23.0
Client Production,2020-12-03 16:55:00,0.27,,14.0,23.0
Client Production,2020-12-08 13:25:00,2.13,,59.0,129.0
Client Production,2020-12-08 15:59:00,1.1,,59.0,129.0
Client Production,2020-12-09 10:32:00,0.28,,14.0,23.0
Client Production,2020-12-10 09:35:00,1.18,,42.0,95.0
Client Production,2020-12-10 19:52:00,1.57,,42.0,95.0
Client Production,2020-12-10 21:09:00,2.83,,42.0,95.0
Client Production,2020-12-11 10:00:00,0.93,,80.0,126.0
Client Production,2020-12-12 00:17:00,0.62,,14.0,24.0
Client Production,2020-12-14 13:53:00,0.92,,80.0,126.0
Client Production,2020-12-14 14:50:00,0.22,,14.0,24.0
Client Production,2020-12-14 15:29:00,1.9,,14.0,24.0
Client Production,2020-12-14 18:20:00,1.5,,14.0,24.0
Client Production,2020-12-14 20:48:00,2.28,,14.0,24.0
Client Production,2020-12-15 11:40:00,0.82,,39.0,100.0
Client Production,2020-12-15 12:31:00,1.23,,14.0,24.0
Client Production,2020-12-15 13:50:00,0.97,,14.0,24.0
Client Production,2020-12-15 15:03:00,1.93,,14.0,24.0
Client Production,2020-12-15 20:20:00,2.88,,39.0,100.0
Client Production,2020-12-19 01:06:00,0.8,,14.0,24.0
Client Production,2020-12-21 11:21:00,0.22,,14.0,24.0
Client Production,2020-12-21 12:03:00,0.48,,14.0,24.0
Client Production,2020-12-22 10:43:00,1.88,,20.0,76.0
Client Production,2020-12-22 13:44:00,1.13,,20.0,76.0
Client Production,2020-12-22 15:43:00,3.28,,20.0,76.0
Client Production,2020-12-27 14:04:00,1.72,,14.0,25.0
Client Production,2020-12-27 16:27:00,0.8,,14.0,25.0
Client Production,2020-12-27 18:37:00,1.13,,14.0,25.0
Client Production,2020-12-28 14:23:00,3.12,,14.0,25.0
Client Production,2021-01-04 14:28:00,2.48,,39.0,100.0
Client Production,2021-01-04 17:52:00,2.07,,39.0,100.0
Client Production,2021-01-04 21:39:00,1.65,,14.0,25.0
Client Production,2021-01-06 21:58:00,0.33,,33.0,127.0
Client Production,2021-01-07 10:37:00,1.3,,42.0,95.0
Client Production,2021-01-07 12:15:00,0.27,,42.0,95.0
Client Production,2021-01-07 22:45:00,1.23,,42.0,95.0
Client Production,2021-01-08 23:52:00,0.58,,42.0,95.0
Client Production,2021-01-11 19:40:00,0.97,,42.0,95.0
Client Production,2021-01-11 23:37:00,1.07,,42.0,95.0
Client Production,2021-01-13 23:07:00,0.23,,79.0,82.0
Client Production,2021-01-14 16:31:00,1.65,,80.0,126.0
Client Production,2021-01-14 18:33:00,0.63,,80.0,126.0
Client Production,2021-01-14 21:50:00,1.7,,80.0,126.0
Client Production,2021-01-17 15:20:00,0.17,,22.0,244.0
Client Production,2021-01-17 18:36:00,0.13,,22.0,244.0
Client Production,2021-01-18 13:08:00,0.95,,20.0,76.0
Client Production,2021-01-18 14:09:00,0.65,,20.0,76.0
Client Production,2021-01-18 17:11:00,1.72,,20.0,76.0
Client Production,2021-01-18 22:22:00,1.42,,20.0,76.0
Client Production,2021-01-18 23:51:00,0.2,,80.0,126.0
Client Production,2021-01-19 16:09:00,1.33,,20.0,76.0
Client Production,2021-01-21 13:56:00,2.08,,59.0,129.0
Client Production,2021-01-21 16:25:00,0.72,,59.0,129.0
Client Production,2021-01-21 22:23:00,0.23,,20.0,76.0
Client Production,2021-01-21 22:52:00,1.1,,39.0,100.0
Client Production,2021-01-21 23:58:00,0.22,,33.0,127.0
Client Production,2021-01-25 13:51:00,0.73,,33.0,127.0
Client Production,2021-01-25 22:35:00,1.1,,23.0,99.0
Client Production,2021-01-26 12:53:00,0.68,,79.0,82.0
Client Production,2021-01-26 20:44:00,0.1,,39.0,100.0
Client Production,2021-01-26 21:57:00,0.57,,39.0,100.0
Client Production,2021-01-26 23:42:00,0.57,,39.0,100.0
Client Production,2021-01-28 10:23:00,1.95,,59.0,129.0
Client Production,2021-01-28 15:25:00,2.07,,59.0,129.0
Client Production,2021-01-30 12:41:00,0.93,,39.0,100.0
Client Production,2021-01-30 21:53:00,0.62,,39.0,100.0
Client Production,2021-02-01 14:29:00,0.1,,39.0,100.0
Client Production,2021-02-01 15:45:00,0.78,,20.0,76.0
Client Production,2021-02-01 16:59:00,0.2,,39.0,100.0
Client Production,2021-02-01 20:21:00,1.07,,20.0,76.0
Client Production,2021-02-01 21:42:00,0.55,,23.0,99.0
Client Production,2021-02-01 22:16:00,0.72,,23.0,99.0
Client Production,2021-02-02 11:54:00,1.33,,7.0,108.0
Client Production,2021-02-02 13:28:00,0.47,,23.0,99.0
Client Production,2021-02-02 14:05:00,0.35,,23.0,99.0
Client Production,2021-02-02 19:13:00,1.1,,23.0,99.0
Client Production,2021-02-02 21:26:00,0.9,,23.0,99.0
Client Production,2021-02-02 22:39:00,0.35,,23.0,99.0
Client Production,2021-02-04 11:37:00,2.75,,80.0,126.0
Client Production,2021-02-04 15:05:00,0.47,,80.0,126.0
Client Production,2021-02-04 16:44:00,1.42,,80.0,126.0
Client Production,2021-02-04 22:10:00,1.28,,80.0,126.0
Client Production,2021-02-08 13:25:00,1.08,,23.0,99.0
Client Production,2021-02-08 15:22:00,0.47,,23.0,99.0
Client Production,2021-02-09 11:50:00,0.52,,79.0,82.0
Client Production,2021-02-09 12:38:00,0.57,,79.0,82.0
Client Production,2021-02-09 15:55:00,1.02,,79.0,82.0
Client Production,2021-02-09 17:08:00,1.6,,79.0,82.0
Client Production,2021-02-09 20:13:00,2.22,,88.0,125.0
Client Production,2021-02-10 14:48:00,0.12,,,
Client Production,2021-02-10 23:55:00,0.8,,88.0,125.0
Client Production,2021-02-13 00:10:00,0.5,,79.0,82.0
Client Production,2021-02-15 17:55:00,2.12,,88.0,125.0
Client Production,2021-02-15 21:36:00,1.45,,88.0,125.0
Client Production,2021-02-15 23:06:00,1.13,,88.0,125.0
Client Production,2021-02-16 23:15:00,0.52,,23.0,99.0
