activity,datetime,hours,client_id,project_id
Client Production,2018-06-26 17:18:00,2.27,,
Client Production,2018-06-27 10:26:00,0.95,,
Client Production,2018-06-27 11:07:00,0.23,,
Client Production,2018-06-27 12:08:00,0.85,,
Client Production,2018-06-27 19:22:00,2.55,,
Client Production,2018-06-28 10:37:00,1.07,,
Client Production,2018-06-28 11:47:00,0.62,,
Client Production,2018-06-28 14:29:00,2.15,,
Client Production,2018-06-28 16:27:00,1.28,,
Client Production,2018-06-28 18:58:00,1.78,,
Client Production,2018-06-29 15:24:00,2.88,,
Client Production,2018-07-03 14:42:00,0.77,,
Client Production,2018-07-03 15:47:00,0.98,,
Client Production,2018-07-03 17:50:00,1.03,,
Client Production,2018-07-03 18:30:00,0.53,,
Client Production,2018-07-06 12:52:00,0.28,,
Client Production,2018-07-06 14:00:00,0.23,,
Client Production,2018-07-06 19:16:00,0.93,,
Client Production,2018-07-07 13:35:00,1.85,,
Client Production,2018-07-07 14:59:00,0.93,,
Client Production,2018-07-07 16:11:00,1.03,,
Client Production,2018-07-07 17:51:00,1.07,,
Client Production,2018-07-09 16:12:00,1.2,,
Client Production,2018-07-09 16:52:00,0.53,,
Client Production,2018-07-11 15:01:00,1.62,,
Client Production,2018-07-11 16:09:00,0.9,,
Client Production,2018-07-11 16:32:00,0.02,,
Client Production,2018-07-11 18:09:00,1.38,,
Client Production,2018-07-12 11:00:00,0.67,,
Client Production,2018-07-12 16:55:00,1.68,,
Client Production,2018-07-13 12:40:00,1.0,,
Client Production,2018-07-13 18:01:00,2.47,,
Client Production,2018-07-13 20:50:00,0.8,,
Client Production,2018-07-14 13:15:00,0.78,,
Client Production,2018-07-16 12:02:00,1.02,,
Client Production,2018-07-16 12:23:00,0.25,,
Client Production,2018-07-16 13:28:00,1.0,,
Client Production,2018-07-16 14:42:00,0.62,,
Client Production,2018-07-16 18:21:00,2.45,,
Client Production,2018-07-16 22:22:00,1.75,,
Client Production,2018-07-17 10:20:00,1.2,,
Client Production,2018-07-17 12:10:00,1.12,,
Client Production,2018-07-17 16:55:00,1.22,,
Client Production,2018-07-17 21:30:00,0.75,,
Client Production,2018-07-18 12:16:00,2.4,,
Client Production,2018-07-18 13:27:00,0.88,,
Client Production,2018-07-18 15:06:00,1.1,,
Client Production,2018-07-18 19:58:00,0.87,,
Client Production,2018-07-18 23:27:00,1.22,,
Client Production,2018-07-19 01:27:00,0.87,,
Client Production,2018-07-19 03:05:00,1.07,,
Client Production,2018-07-19 12:58:00,1.18,,
Client Production,2018-07-19 14:32:00,1.15,,
Client Production,2018-07-19 16:10:00,0.47,,
Client Production,2018-07-19 22:36:00,0.85,,
Client Production,2018-07-20 00:34:00,1.73,,
Client Production,2018-07-20 11:47:00,2.4,,
Client Production,2018-07-20 14:24:00,1.15,,
Client Production,2018-07-20 19:10:00,1.2,,
Client Production,2018-07-20 21:28:00,1.88,,
Client Production,2018-07-21 01:04:00,2.48,,
Client Production,2018-07-21 21:56:00,2.43,,
Client Production,2018-07-21 23:45:00,0.57,,
Client Production,2018-07-22 14:34:00,2.72,,
Client Production,2018-07-22 21:45:00,0.75,,
Client Production,2018-07-23 00:54:00,0.32,,
Client Production,2018-07-23 11:28:00,1.5,,
Client Production,2018-07-23 13:45:00,0.93,,
Client Production,2018-07-23 16:35:00,2.3,,
Client Production,2018-07-24 14:04:00,3.62,,
Client Production,2018-07-24 17:16:00,2.22,,
Client Production,2018-07-24 23:57:00,1.0,,
Client Production,2018-07-25 10:36:00,1.57,,
Client Production,2018-07-25 13:00:00,1.33,,
Client Production,2018-07-25 14:51:00,1.12,,
Client Production,2018-07-25 16:24:00,0.77,,
Client Production,2018-07-25 19:40:00,2.07,,
Client Production,2018-07-26 12:11:00,1.07,,
Client Production,2018-07-26 14:02:00,1.43,,
Client Production,2018-07-26 17:02:00,1.52,,
Client Production,2018-07-27 18:27:00,1.23,,
Client Production,2018-07-27 18:47:00,0.27,,
Client Production,2018-07-28 11:15:00,0.48,,
Client Production,2018-07-28 15:00:00,1.12,,
Client Production,2018-07-30 10:40:00,0.43,,
Client Production,2018-07-30 12:54:00,1.9,,
Client Production,2018-07-30 16:43:00,0.9,,
Client Production,2018-07-30 23:07:00,0.75,,
Client Production,2018-07-31 14:48:00,1.22,,
Client Production,2018-07-31 15:58:00,0.82,,
Client Production,2018-07-31 17:23:00,1.32,,
Client Production,2018-07-31 17:43:00,0.25,,
Client Production,2018-08-01 10:38:00,0.5,,
Client Production,2018-08-01 13:22:00,1.7,,
Client Production,2018-08-01 13:51:00,0.4,,
Client Production,2018-08-01 18:08:00,2.63,,
Client Production,2018-08-01 22:20:00,1.0,,
Client Production,2018-08-02 13:09:00,1.08,,
Client Production,2018-08-02 17:04:00,1.32,,
Client Production,2018-08-03 10:44:00,0.87,,
Client Production,2018-08-06 16:24:00,2.38,,
Client Production,2018-08-07 11:25:00,0.27,,
Client Production,2018-08-07 14:09:00,1.83,,
Client Production,2018-08-07 17:28:00,1.47,,
Client Production,2018-08-07 22:24:00,0.77,,
Client Production,2018-08-07 22:56:00,0.23,,
Client Production,2018-08-08 19:20:00,2.27,,
Client Production,2018-08-09 21:17:00,2.37,,
Client Production,2018-08-09 23:09:00,0.77,,
Client Production,2018-08-10 13:34:00,0.53,,
Client Production,2018-08-10 14:31:00,0.78,,
Client Production,2018-08-10 18:38:00,1.0,,
Client Production,2018-08-12 12:28:00,0.95,,
Client Production,2018-08-12 13:50:00,0.95,,
Client Production,2018-08-12 15:11:00,0.68,,
Client Production,2018-08-13 10:16:00,1.42,,
Client Production,2018-08-13 12:24:00,1.23,,
Client Production,2018-08-13 14:45:00,1.75,,
Client Production,2018-08-14 17:21:00,1.53,,
Client Production,2018-08-15 16:45:00,1.08,,
Client Production,2018-08-15 18:12:00,0.72,,
Client Production,2018-08-15 19:56:00,1.6,,
Client Production,2018-08-16 11:24:00,1.18,,
Client Production,2018-08-16 12:50:00,0.73,,
Client Production,2018-08-17 16:50:00,0.62,,
Client Production,2018-08-17 15:18:00,2.37,,
Client Production,2018-08-17 17:02:00,0.85,,
Client Production,2018-08-18 13:15:00,2.12,,
Client Production,2018-08-21 16:01:00,3.18,,
Client Production,2018-08-22 10:34:00,0.85,,
Client Production,2018-08-22 10:54:00,0.22,,
Client Production,2018-08-22 14:00:00,1.48,,
Client Production,2018-08-22 18:19:00,1.0,,
Client Production,2018-08-23 13:23:00,1.37,,
Client Production,2018-08-23 15:04:00,1.22,,
Client Production,2018-08-23 16:26:00,0.15,,
Client Production,2018-08-23 18:42:00,1.22,,
Client Production,2018-08-24 15:59:00,1.27,,
Client Production,2018-08-25 16:52:00,1.57,,
Client Production,2018-08-25 21:30:00,0.67,,
Client Production,2018-08-26 12:37:00,1.12,,
Client Production,2018-08-26 14:17:00,0.8,,
Client Production,2018-08-26 15:41:00,0.85,,
Client Production,2018-08-27 13:08:00,1.28,,
Client Production,2018-08-27 15:04:00,1.8,,
Client Production,2018-08-27 17:07:00,0.22,,
Client Production,2018-08-27 21:14:00,2.47,,
Client Production,2018-08-28 20:27:00,2.58,,
Client Production,2018-08-29 14:10:00,1.8,,
Client Production,2018-08-29 16:38:00,1.75,,
Client Production,2018-08-30 13:53:00,1.13,,
Client Production,2018-08-30 14:53:00,0.48,,
Client Production,2018-08-30 16:25:00,1.2,,
Client Production,2018-08-30 21:36:00,1.25,,
Client Production,2018-09-04 14:37:00,1.28,,
Client Production,2018-09-04 15:26:00,0.42,,
Client Production,2018-09-04 17:36:00,1.52,,
Client Production,2018-09-04 22:35:00,2.25,,
Client Production,2018-09-04 23:08:00,0.45,,
Client Production,2018-09-05 12:36:00,1.28,,
Client Production,2018-09-05 13:36:00,0.9,,
Client Production,2018-09-05 14:31:00,0.85,,
Client Production,2018-09-05 15:31:00,0.95,,
Client Production,2018-09-05 16:19:00,0.73,,
Client Production,2018-09-06 13:36:00,0.83,,
Client Production,2018-09-06 14:26:00,0.82,,
Client Production,2018-09-06 18:14:00,0.4,,
Client Production,2018-09-08 14:39:00,2.68,,
Client Production,2018-09-08 17:47:00,1.25,,
Client Production,2018-09-09 16:32:00,3.8,,
Client Production,2018-09-09 17:20:00,0.28,,
Client Production,2018-09-10 10:38:00,0.67,,
Client Production,2018-09-10 14:49:00,2.83,,
Client Production,2018-09-10 16:48:00,1.52,,
Client Production,2018-09-10 18:02:00,0.55,,
Client Production,2018-09-10 20:04:00,1.13,,
Client Production,2018-09-10 22:38:00,2.47,,
Client Production,2018-09-11 11:24:00,2.32,,
Client Production,2018-09-11 15:18:00,1.9,,
Client Production,2018-09-12 12:55:00,2.42,,
Client Production,2018-09-12 19:40:00,1.58,,
Client Production,2018-09-13 13:01:00,1.72,,
Client Production,2018-09-14 13:06:00,1.6,,
Client Production,2018-09-14 13:54:00,0.55,,
Client Production,2018-09-14 16:20:00,0.18,,
Client Production,2018-09-14 17:43:00,1.15,,
Client Production,2018-09-14 18:47:00,0.95,,
Client Production,2018-09-14 22:11:00,2.33,,
Client Production,2018-09-15 12:03:00,0.95,,
Client Production,2018-09-15 15:02:00,1.4,,
Client Production,2018-09-15 16:57:00,1.37,,
Client Production,2018-09-16 14:21:00,1.0,,
Client Production,2018-09-17 11:53:00,1.55,,
Client Production,2018-09-17 12:19:00,0.17,,
Client Production,2018-09-17 13:48:00,0.75,,
Client Production,2018-09-17 15:31:00,0.12,,
Client Production,2018-09-17 19:37:00,2.03,,
Client Production,2018-09-18 13:25:00,0.27,,
Client Production,2018-09-18 15:51:00,0.18,,
Client Production,2018-09-18 19:01:00,1.35,,
Client Production,2018-09-19 11:26:00,1.6,,
Client Production,2018-09-19 14:17:00,0.8,,
Client Production,2018-09-20 16:39:00,0.43,,
Client Production,2018-09-21 10:43:00,0.97,,
Client Production,2018-09-21 14:13:00,1.08,,
Client Production,2018-09-21 18:07:00,1.12,,
Client Production,2018-09-22 10:31:00,0.22,,
Client Production,2018-09-24 14:54:00,3.42,,
Client Production,2018-09-24 16:24:00,0.9,,
Client Production,2018-09-24 19:40:00,0.4,,
Client Production,2018-09-25 13:07:00,0.65,,
Client Production,2018-09-25 14:07:00,0.57,,
Client Production,2018-09-25 15:45:00,0.82,,
Client Production,2018-09-25 17:50:00,0.55,,
Client Production,2018-09-25 22:23:00,1.82,,
Client Production,2018-09-26 00:37:00,0.92,,
Client Production,2018-09-26 14:33:00,0.93,,
Client Production,2018-09-26 16:39:00,0.98,,
Client Production,2018-09-27 16:39:00,1.32,,
Client Production,2018-09-27 19:29:00,0.32,,
Client Production,2018-09-27 21:26:00,0.73,,
Client Production,2018-09-28 17:34:00,2.73,,
Client Production,2018-09-29 12:47:00,2.07,,
Client Production,2018-09-29 17:12:00,2.08,,
Client Production,2018-10-01 11:29:00,0.28,,
Client Production,2018-10-01 14:54:00,2.73,,
Client Production,2018-10-01 17:43:00,1.93,,
Client Production,2018-10-02 13:23:00,2.23,,
Client Production,2018-10-02 14:37:00,1.07,,
Client Production,2018-10-02 19:11:00,2.98,,
Client Production,2018-10-03 13:24:00,2.88,,
Client Production,2018-10-03 15:26:00,1.13,,
Client Production,2018-10-03 17:30:00,1.45,,
Client Production,2018-10-04 00:18:00,3.98,,
Client Production,2018-10-04 17:22:00,2.5,,
Client Production,2018-10-04 18:42:00,0.18,,
Client Production,2018-10-09 10:23:00,0.88,,
Client Production,2018-10-09 12:40:00,2.2,,
Client Production,2018-10-09 16:51:00,1.93,,
Client Production,2018-10-09 18:19:00,0.73,,
Client Production,2018-10-10 12:33:00,1.2,,
Client Production,2018-10-10 13:49:00,0.97,,
Client Production,2018-10-10 16:22:00,0.47,,
Client Production,2018-10-10 19:26:00,1.1,,
Client Production,2018-10-15 11:04:00,1.03,,
Client Production,2018-10-15 12:03:00,0.33,,
Client Production,2018-10-15 15:02:00,0.42,,
Client Production,2018-10-15 17:49:00,2.18,,
Client Production,2018-10-15 18:50:00,0.6,,
Client Production,2018-10-17 12:00:00,1.4,,
Client Production,2018-10-17 16:56:00,3.08,,
Client Production,2018-10-17 21:07:00,0.58,,
Client Production,2018-10-18 12:32:00,0.1,,
Client Production,2018-10-18 14:51:00,1.72,,
Client Production,2018-10-18 17:48:00,0.5,,
Client Production,2018-10-18 18:54:00,0.38,,
Client Production,2018-10-18 20:30:00,1.18,,
Client Production,2018-10-18 23:36:00,2.37,,
Client Production,2018-10-19 11:22:00,0.68,,
Client Production,2018-10-19 14:06:00,2.62,,
Client Production,2018-10-19 14:27:00,0.32,,
Client Production,2018-10-19 15:49:00,0.9,,
Client Production,2018-10-19 16:53:00,0.8,,
Client Production,2018-10-19 17:07:00,0.12,,
Client Production,2018-10-19 19:59:00,2.17,,
Client Production,2018-10-19 23:00:00,1.97,,
Client Production,2018-10-20 12:55:00,2.32,,
Client Production,2018-10-20 16:27:00,1.42,,
Client Production,2018-10-20 18:38:00,0.25,,
Client Production,2018-10-21 12:46:00,1.73,,
Client Production,2018-10-21 14:31:00,0.98,,
Client Production,2018-10-22 11:34:00,0.32,,
Client Production,2018-10-22 13:14:00,0.95,,
Client Production,2018-10-22 16:26:00,0.55,,
Client Production,2018-10-22 21:43:00,1.38,,
Client Production,2018-10-23 15:34:00,0.88,,
Client Production,2018-10-23 16:51:00,1.15,,
Client Production,2018-10-23 18:48:00,0.98,,
Client Production,2018-10-24 12:57:00,2.88,,
Client Production,2018-10-24 15:39:00,1.5,,
Client Production,2018-10-24 16:53:00,0.83,,
Client Production,2018-10-25 12:12:00,1.0,,
Client Production,2018-10-25 14:48:00,1.55,,
Client Production,2018-10-25 17:43:00,1.77,,
Client Production,2018-10-25 18:46:00,0.77,,
Client Production,2018-10-26 11:00:00,1.07,,
Client Production,2018-10-26 13:09:00,1.9,,
Client Production,2018-10-27 12:36:00,0.5,,
Client Production,2018-11-15 16:03:00,0.58,,
Client Production,2018-11-15 18:12:00,0.48,,
Client Production,2018-11-16 13:07:00,1.45,,
Client Production,2018-11-16 15:18:00,0.82,,
Client Production,2018-11-16 16:43:00,1.0,,
Client Production,2018-11-19 17:05:00,1.78,,
Client Production,2018-11-20 14:38:00,2.28,,
Client Production,2018-11-20 18:19:00,1.62,,
Client Production,2018-11-20 19:35:00,0.45,,
Client Production,2018-11-20 19:54:00,0.23,,
Client Production,2018-11-21 15:11:00,2.63,,
Client Production,2018-11-23 12:20:00,1.82,,
Client Production,2018-11-23 17:11:00,1.62,,
Client Production,2018-11-23 20:02:00,2.47,,
Client Production,2018-11-24 09:37:00,0.32,,
Client Production,2018-11-24 11:30:00,1.82,,
Client Production,2018-11-24 14:31:00,1.68,,
Client Production,2018-11-24 17:02:00,0.95,,
Client Production,2018-11-27 12:17:00,0.77,,
Client Production,2018-11-27 13:06:00,0.42,,
Client Production,2018-11-27 13:24:00,0.15,,
Client Production,2018-11-27 14:39:00,1.07,,
Client Production,2018-11-27 20:12:00,1.12,,
Client Production,2018-11-27 20:40:00,0.3,,
Client Production,2018-11-27 22:19:00,1.35,,
Client Production,2018-11-28 12:22:00,0.27,,
Client Production,2018-11-29 17:36:00,1.87,,
Client Production,2018-11-29 22:09:00,1.1,,
Client Production,2018-11-30 16:12:00,1.83,,
Client Production,2018-11-30 20:20:00,2.15,,
Client Production,2018-11-30 23:30:00,0.67,,
Client Production,2018-12-01 16:17:00,2.0,,
Client Production,2018-12-02 18:34:00,2.02,,
Client Production,2018-12-02 23:31:00,3.2,,
Client Production,2018-12-03 15:35:00,3.08,,
Client Production,2018-12-03 20:15:00,2.62,,
Client Production,2018-12-04 00:00:00,2.17,,
Client Production,2018-12-04 15:04:00,1.52,,
Client Production,2018-12-04 18:02:00,1.85,,
Client Production,2018-12-04 19:33:00,0.45,,
Client Production,2018-12-05 00:34:00,2.92,,
Client Production,2018-12-05 14:00:00,2.7,,
Client Production,2018-12-06 19:40:00,4.0,,
Client Production,2018-12-06 15:30:00,1.0,,
Client Production,2018-12-06 21:02:00,0.6,,
Client Production,2018-12-06 22:32:00,1.27,,
Client Production,2018-12-08 12:41:00,0.83,,
Client Production,2018-12-08 13:46:00,1.0,,
Client Production,2018-12-08 16:15:00,1.5,,
Client Production,2018-12-08 21:18:00,2.75,,
Client Production,2018-12-09 14:00:00,1.62,,
Client Production,2018-12-10 18:18:00,3.62,,
Client Production,2018-12-10 23:57:00,2.0,,
Client Production,2018-12-11 15:08:00,1.28,,
Client Production,2018-12-11 15:52:00,0.3,,
Client Production,2018-12-11 19:09:00,2.08,,
Client Production,2018-12-11 20:45:00,0.77,,
Client Production,2018-12-11 22:54:00,0.9,,
Client Production,2018-12-12 13:14:00,1.35,,
Client Production,2018-12-12 15:54:00,1.62,,
Client Production,2018-12-12 18:15:00,1.77,,
Client Production,2018-12-12 18:48:00,0.5,,
Client Production,2018-12-13 13:11:00,1.9,,
Client Production,2018-12-13 15:21:00,1.95,,
Client Production,2018-12-13 15:36:00,0.13,,
Client Production,2018-12-13 17:07:00,0.18,,
Client Production,2018-12-14 14:27:00,0.85,,
Client Production,2018-12-14 16:56:00,1.43,,
Client Production,2018-12-17 15:16:00,1.07,,
Client Production,2018-12-17 15:24:00,2.0,,
Client Production,2018-12-18 13:32:00,0.9,,
Client Production,2018-12-23 09:47:00,0.4,,
Client Production,2018-12-26 16:20:00,0.02,,
Client Production,2018-12-27 12:40:00,0.7,,
Client Production,2018-12-28 15:05:00,1.23,,
Client Production,2018-12-28 17:02:00,1.32,,
Client Production,2018-12-28 17:57:00,0.5,,
Client Production,2018-12-29 17:34:00,1.5,,
Client Production,2018-12-30 19:20:00,0.53,,
Client Production,2018-12-30 21:04:00,1.32,,
Client Production,2018-12-31 17:05:00,1.82,,
Client Production,2019-01-03 13:26:00,0.43,,
Client Production,2019-01-03 14:25:00,0.8,,
Client Production,2019-01-03 18:14:00,1.53,,
Client Production,2019-01-03 21:38:00,3.08,,
Client Production,2019-01-10 21:40:00,0.0,,
Client Production,2019-01-11 11:55:00,1.55,,
Client Production,2019-01-11 13:26:00,1.43,,
Client Production,2019-01-11 15:04:00,1.55,,
Client Production,2019-01-14 13:42:00,2.82,,
Client Production,2019-01-14 16:59:00,2.38,,
Client Production,2019-01-14 19:04:00,1.57,,
Client Production,2019-01-14 22:06:00,0.77,,
Client Production,2019-01-15 12:00:00,0.82,,
Client Production,2019-01-15 14:25:00,0.92,,
Client Production,2019-01-15 17:08:00,0.62,,
Client Production,2019-01-16 13:22:00,2.2,,
Client Production,2019-01-16 18:01:00,2.3,,
Client Production,2019-01-16 18:12:00,0.13,,
Client Production,2019-01-16 21:51:00,0.17,,
Client Production,2019-01-17 12:12:00,1.98,,
Client Production,2019-01-17 14:39:00,1.75,,
Client Production,2019-01-17 17:58:00,2.1,,
Client Production,2019-01-18 14:20:00,1.22,,
Client Production,2019-01-18 16:13:00,0.83,,
Client Production,2019-01-18 17:05:00,0.4,,
Client Production,2019-01-18 17:46:00,0.62,,
Client Production,2019-01-19 15:44:00,1.82,,
Client Production,2019-01-22 11:09:00,0.53,,
Client Production,2019-01-22 12:45:00,0.95,,
Client Production,2019-01-22 13:31:00,0.28,,
Client Production,2019-01-22 16:14:00,2.28,,
Client Production,2019-01-22 20:41:00,0.3,,
Client Production,2019-01-23 16:06:00,2.27,,
Client Production,2019-01-23 17:14:00,0.73,,
Client Production,2019-01-24 09:13:00,0.3,,
Client Production,2019-01-25 13:58:00,2.75,,
Client Production,2019-01-25 16:36:00,1.67,,
Client Production,2019-01-26 15:54:00,0.6,,
Client Production,2019-01-26 17:49:00,1.57,,
Client Production,2019-01-26 18:53:00,0.08,,
Client Production,2019-01-28 13:28:00,0.85,,
Client Production,2019-01-28 15:34:00,1.6,,
Client Production,2019-01-29 10:33:00,0.82,,
Client Production,2019-01-29 11:32:00,0.53,,
Client Production,2019-01-29 17:13:00,1.8,,
Client Production,2019-01-29 17:46:00,0.5,,
Client Production,2019-01-29 18:40:00,0.13,,
Client Production,2019-01-30 10:49:00,1.15,,
Client Production,2019-01-30 14:59:00,1.87,,
Client Production,2019-01-30 16:04:00,0.88,,
Client Production,2019-01-30 17:58:00,1.5,,
Client Production,2019-01-31 12:39:00,0.88,,
Client Production,2019-01-31 13:13:00,0.38,,
Client Production,2019-01-31 14:23:00,0.67,,
Client Production,2019-01-31 17:46:00,1.95,,
Client Production,2019-01-31 19:52:00,0.73,,
Client Production,2019-01-31 20:06:00,0.12,,
Client Production,2019-02-01 09:48:00,0.4,,
Client Production,2019-02-01 14:21:00,2.22,,
Client Production,2019-02-01 16:48:00,1.27,,
Client Production,2019-02-01 18:48:00,0.97,,
Client Production,2019-02-02 11:14:00,0.37,,
Client Production,2019-02-02 14:04:00,1.43,,
Client Production,2019-02-02 16:38:00,1.65,,
Client Production,2019-02-02 19:26:00,1.47,,
Client Production,2019-02-03 13:16:00,1.23,,
Client Production,2019-02-03 15:04:00,1.0,,
Client Production,2019-02-04 16:39:00,0.17,,
Client Production,2019-02-04 19:00:00,1.82,,
Client Production,2019-02-04 21:00:00,1.12,,
Client Production,2019-02-06 21:04:00,0.62,,
Client Production,2019-02-06 21:45:00,0.5,,
Client Production,2019-02-13 11:58:00,1.7,,
Client Production,2019-02-13 13:39:00,0.45,,
Client Production,2019-02-13 15:16:00,0.5,,
Client Production,2019-02-13 17:46:00,1.15,,
Client Production,2019-02-13 18:21:00,0.57,,
Client Production,2019-02-14 11:59:00,0.58,,
Client Production,2019-02-14 12:41:00,0.33,,
Client Production,2019-02-14 14:41:00,0.42,,
Client Production,2019-02-14 15:56:00,0.78,,
Client Production,2019-02-14 16:19:00,0.12,,
Client Production,2019-02-14 18:03:00,1.22,,
Client Production,2019-02-15 10:11:00,0.8,,
Client Production,2019-02-15 10:39:00,0.18,,
Client Production,2019-02-15 14:46:00,1.37,,
Client Production,2019-02-15 16:42:00,1.23,,
Client Production,2019-02-15 17:11:00,0.48,,
Client Production,2019-02-15 18:01:00,0.77,,
Client Production,2019-02-15 18:48:00,0.73,,
Client Production,2019-02-16 20:49:00,0.72,,
Client Production,2019-02-18 17:59:00,2.3,,
Client Production,2019-02-19 11:22:00,1.03,,
Client Production,2019-02-19 13:03:00,0.1,,
Client Production,2019-02-20 21:50:00,1.17,,
Client Production,2019-02-21 11:11:00,1.27,,
Client Production,2019-02-21 13:00:00,0.38,,
Client Production,2019-02-22 11:28:00,0.7,,
Client Production,2019-02-22 16:56:00,0.23,,
Client Production,2019-02-22 18:11:00,1.2,,
Client Production,2019-02-23 15:45:00,0.53,,
Client Production,2019-02-25 16:14:00,1.42,,
Client Production,2019-02-25 16:43:00,0.3,,
Client Production,2019-02-25 18:40:00,0.3,,
Client Production,2019-02-26 10:16:00,1.42,,
Client Production,2019-02-26 12:27:00,0.57,,
Client Production,2019-02-26 14:22:00,1.27,,
Client Production,2019-02-26 17:43:00,1.63,,
Client Production,2019-02-27 12:31:00,0.27,,
Client Production,2019-02-27 13:46:00,0.95,,
Client Production,2019-02-27 14:39:00,0.67,,
Client Production,2019-02-28 13:28:00,0.23,,
Client Production,2019-02-28 15:32:00,1.5,,
Client Production,2019-02-28 22:07:00,0.45,,
Client Production,2019-03-01 13:43:00,1.42,,
Client Production,2019-03-01 15:33:00,0.48,,
Client Production,2019-03-01 16:31:00,0.68,,
Client Production,2019-03-01 17:19:00,0.33,,
Client Production,2019-03-01 19:23:00,1.3,,
Client Production,2019-03-02 13:26:00,1.55,,
Client Production,2019-03-02 15:43:00,1.05,,
Client Production,2019-03-02 17:12:00,0.8,,
Client Production,2019-03-02 18:00:00,0.5,,
Client Production,2019-03-03 12:56:00,1.45,,
Client Production,2019-03-03 15:14:00,1.57,,
Client Production,2019-03-03 22:07:00,1.0,,
Client Production,2019-03-04 17:03:00,2.0,,
Client Production,2019-03-06 14:46:00,3.37,,
Client Production,2019-03-06 15:54:00,0.67,,
Client Production,2019-03-06 17:31:00,0.95,,
Client Production,2019-03-07 10:43:00,0.47,,
Client Production,2019-03-07 11:19:00,0.18,,
Client Production,2019-03-07 13:29:00,1.82,,
Client Production,2019-03-07 17:42:00,1.67,,
Client Production,2019-03-08 14:34:00,1.23,,
Client Production,2019-03-11 14:28:00,1.83,,
Client Production,2019-03-12 12:13:00,0.15,,
Client Production,2019-03-12 13:37:00,0.37,,
Client Production,2019-03-12 14:40:00,0.93,,
Client Production,2019-03-12 17:11:00,0.13,,
Client Production,2019-03-12 18:20:00,0.77,,
Client Production,2019-03-12 18:59:00,0.25,,
Client Production,2019-03-12 19:33:00,0.38,,
Client Production,2019-03-13 16:48:00,1.0,,
Client Production,2019-03-15 13:41:00,0.05,,
Client Production,2019-03-15 15:06:00,1.28,,
Client Production,2019-03-15 17:47:00,1.03,,
Client Production,2019-03-15 18:38:00,0.72,,
Client Production,2019-03-16 17:07:00,1.22,,
Client Production,2019-03-16 17:41:00,0.07,,
Client Production,2019-03-16 18:07:00,0.2,,
Client Production,2019-03-18 13:16:00,1.77,,
Client Production,2019-03-20 12:30:00,1.1,,
Client Production,2019-03-20 14:04:00,1.33,,
Client Production,2019-03-20 17:31:00,0.45,,
Client Production,2019-03-21 11:50:00,1.18,,
Client Production,2019-03-21 13:01:00,0.92,,
Client Production,2019-03-21 14:50:00,0.5,,
Client Production,2019-03-21 15:04:00,0.15,,
Client Production,2019-03-21 15:29:00,0.25,,
Client Production,2019-03-21 16:48:00,0.1,,
Client Production,2019-03-21 18:07:00,1.05,,
Client Production,2019-03-21 21:25:00,1.32,,
Client Production,2019-03-22 11:01:00,0.77,,
Client Production,2019-03-22 12:49:00,0.15,,
Client Production,2019-03-22 14:00:00,1.0,,
Client Production,2019-03-22 18:03:00,1.07,,
Client Production,2019-03-26 12:44:00,2.0,,
Client Production,2019-03-26 16:06:00,1.98,,
Client Production,2019-03-26 17:21:00,0.28,,
Client Production,2019-03-26 18:51:00,0.88,,
Client Production,2019-03-27 12:44:00,2.13,,
Client Production,2019-03-27 15:02:00,1.13,,
Client Production,2019-03-27 16:44:00,1.15,,
Client Production,2019-03-27 17:08:00,0.32,,
Client Production,2019-03-27 18:35:00,1.42,,
Client Production,2019-03-28 12:40:00,2.22,,
Client Production,2019-03-28 14:58:00,2.25,,
Client Production,2019-03-28 16:05:00,0.1,,
Client Production,2019-03-28 18:33:00,1.1,,
Client Production,2019-03-29 13:15:00,2.9,,
Client Production,2019-03-29 15:49:00,1.02,,
Client Production,2019-03-29 18:13:00,1.65,,
Client Production,2019-03-30 12:25:00,1.37,,
Client Production,2019-03-30 15:37:00,1.83,,
Client Production,2019-03-30 16:18:00,0.55,,
Client Production,2019-03-30 18:02:00,1.53,,
Client Production,2019-03-31 14:06:00,2.2,,
Client Production,2019-03-31 16:50:00,1.83,,
Client Production,2019-03-31 18:00:00,0.8,,
Client Production,2019-04-01 11:55:00,1.58,,
Client Production,2019-04-01 15:37:00,1.62,,
Client Production,2019-04-01 18:31:00,2.42,,
Client Production,2019-04-02 17:27:00,2.48,,
Client Production,2019-04-02 18:51:00,1.13,,
Client Production,2019-04-03 12:09:00,2.07,,
Client Production,2019-04-03 12:58:00,0.8,,
Client Production,2019-04-03 13:53:00,0.77,,
Client Production,2019-04-04 13:02:00,1.03,,
Client Production,2019-04-05 10:40:00,0.67,,
Client Production,2019-04-08 19:42:00,0.25,,
Client Production,2019-04-08 20:13:00,0.15,,
Client Production,2019-04-08 21:09:00,0.67,,
Client Production,2019-04-10 12:39:00,0.3,,
Client Production,2019-04-10 12:53:00,0.08,,
Client Production,2019-04-10 17:11:00,1.77,,
Client Production,2019-04-10 17:38:00,0.43,,
Client Production,2019-04-10 20:20:00,1.48,,
Client Production,2019-04-11 19:03:00,0.27,,
Client Production,2019-04-11 20:48:00,0.52,,
Client Production,2019-04-13 17:16:00,1.48,,
Client Production,2019-04-18 13:17:00,1.58,,
Client Production,2019-04-18 16:58:00,2.73,,
